;job_id;job_title;kualifikasi_pendidikan;spesialist;work_exp;careerLevel;salaryMin;salaryMax;kualifikasi;jobLocation;company_name;company_industry;company_job_type;company_size;job_url;closedAt;postedAt
24;3990451;Professional Medical Representative (Beberapa Kota);SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1);"Penjualan / Pemasaran;Pemasaran/Pengembangan Bisnis";3 tahun;Pegawai (non-manajemen & non-supervisor);;;Jabatan penempatan (MR/SPV) akan dipertimbangkan kembali berdasarkan pengalaman kandidat. Apabila kandidat memiliki pengalaman yang cukup, dapat dipertimbangkan untuk posisi Sales Supervisor.Profil produk yang di bawakan: Produk Oral Branded, Ethical (Gastroenterohepatology, Cardiovascular, Neurology, and Internist segment)Lokasi penempatan yang tersedia: Samarinda,Banda Aceh,Yogyakarta,Bali,Banjarmasin,Kendari,Tangerang,Palembang,Lampung,Jakarta,BandungDeskripsi Pekerjaan:Melakukan promosi dan kunjungan rutin kepada dokter-dokter yang ada di areanya melalui secara langsung, acara ilmiah, konferensi, dan lain-lainMelakukan kunjungan rutin ke apotek-apotek yang ada di areanyaMelakukan analisa terhadap salesPersyaratan:Lulusan minimal SMA atau D3/S1, diutamakan untuk jurusan IPABerdomisili di lokasi penempatanDiutamakan yang sudah berpengalaman 3 (tiga) tahun menjadi Medical Representative khususnya produk oral branded segmen internistDiutamakan untuk yang mengenal key opinion leader (KOL) di areanyaBersedia untuk bekerja dengan jam kerja fleksibel;"Samarinda;Yogyakarta;Banjarmasin;Bali;Kota Banda Aceh;Kendari;Palembang;Lampung;Jakarta Raya;Bandung";PT Biolife Medilab;BioTeknologi/Farmasi/Riset klinik;Penuh Waktu;51 - 200 pekerja;https://www.jobstreet.co.id/id/job/professional-medical-representative-beberapa-kota-3990451;09/09/2022 17:00;11/08/2022 02:56
25;3990459;Purchasing Staff;Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1);"Manufaktur;Pembelian/Manajemen Material";1 tahun;Pegawai (non-manajemen & non-supervisor);2001000.0;2500000.0;Kualifikasi:Usia Maksimal 35 tahunPendidikan minimal D3Memiliki pengalaman di posisi yang sama minimal 1 tahunMempunyai interpersonal dan communication skill yang baikDapat mengoperasikan MS Office, terutama Ms. Excell (Pivot table)Mampu melakukan kegiatan Administrasi dengan baikMemahami sistem Accurate (lebih diutamakan)Jujur, teliti dan cekatan dalam bekerja.;Sleman;RAFLES CAKES & PASTRY;Makanan & Minuman/Katering/Restoran;Penuh Waktu;1- 50 pekerja;https://www.jobstreet.co.id/id/job/purchasing-staff-3990459;09/09/2022 17:00;11/08/2022 02:59
26;3990481;SALES MARKETING;Tidak terspesifikasi;"Penjualan / Pemasaran;Penjualan Ritel";2 tahun;Pegawai (non-manajemen & non-supervisor);2500000.0;5000000.0;Tugas dan Tanggung Jawab Pekerjaan :Melakukan penawaran produk.Memberikan informasi kepada pelanggan terkait prosedur standar perusahaan atas ketentuan pemesanan produk.Melakukan penjualan produk perusahaan dan menjaga hubungan baik dengan pelanggan.Mengevaluasi status pembayaran dan menanggapi keterlambatan pembayaran.Bersedia untuk canvasing dan mengunjungi pelanggan.KUALIFIKASI :Minmal SMA/K, D3, S1Usia Maksimal 40 TahunDiutamakan Memiliki Pengalaman di Bidang Marketing Minmal 2 TahunMemiliki SIM C dan Kendaraan Pribadi (Motor)Terbiasa Bekerja di Bawah Tekanan, Inisiatif, Pekerja Keras dan DisiplinMampu Berkomunikasi Dengan Baik dan Mampu Bekerja Sama Dengan Team;"Jakarta Raya;Cirebon;Surakarta;Sidoarjo;Surabaya;Samarinda;Pekanbaru;Palembang;Bantul;Tangerang";COLORLINK;Percetakan/Penerbitan;Penuh Waktu;201 - 500 pekerja;https://www.jobstreet.co.id/id/job/sales-marketing-3990481;09/09/2022 17:00;11/08/2022 03:06
27;3990495;Frontliner;SMA, SMU/SMK/STM;"Pelayanan;Layanan Pelanggan";;Lulusan baru/Pengalaman kerja kurang dari 1 tahun;;;Kualifikasi :Belum berkeluargaPendidikan SMA/SederajatUsia maksimal 27 tahunBerpenampilan rapi dan sopanRamah, jujur, disiplinDiutamakan domisili JgyaBersedia bekerja shift (8 jam kerja)Benefit :Gaji pokokBonus penjualan ;Sleman;Nikung Cell;Elektrikal & Elektronik;Penuh Waktu;;https://www.jobstreet.co.id/id/job/frontliner-3990495;09/09/2022 17:00;11/08/2022 03:10
28;3990553;DevOps Engineer;Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1);"Komputer/Teknologi Informasi;IT-Perangkat Lunak";3 tahun;Pegawai (non-manajemen & non-supervisor);5000000.0;10000000.0;PT Medika Digital Nusantara bekerjasama dengan PT Bank Raya Indonesia, Tbk memuka kesempatan bergabung Talent yang handal dan tangguh untuk bergabung di Raya Tech dan Raya Workspace yang berfokus pada Banking Application System untuk penempatan Yogyakarta untuk posisi : DevOps EngineerMemiliki pengetahuan mengenai konsep DevOps, CI/ CD, Disaster Recovery Plan, dan Infrastructur as a CodeMenguasai minimal 1 bahasa pemograman dan familier dengan penggunaan Jenkins, Git, dan AnsiblePaham mengenai penggunaan cloud, docker, dan containerPaham konsep MicroservicesMampu dalam hal configuration management dan development tools seperti Puppet, Ansible, Chef, Terraform dan tools yang serupaPengalaman dalam scripting (Phython, PHP, Java)Pendidikan minimal S1, jurusan Engineering (Computer), Computer Science/ Informationa Technology dan sejenisnyaMemiliki pengalaman project/ kerja di bidang IT software development 1-3 tahun dan lebihBersedia untuk penempatan kantor Raya Tech & Raya Wokspace di Tadeus Coworking Jalan Colombo Nomer 105 Yogyakarta;Yogyakarta;PT MEDIKA DIGITAL NUSANTARA;Komputer/Teknik Informatika (Perangkat Lunak);Penuh Waktu;1- 50 pekerja;https://www.jobstreet.co.id/id/job/devops-engineer-3990553;09/09/2022 17:00;11/08/2022 03:27
29;3990633;Staff Tenik Sipil;Sarjana (S1);"Bangunan/Konstruksi;Teknik Sipil/Konstruksi Bangunan";;Pegawai (non-manajemen & non-supervisor);;;Deskripsi pekerjaanKoordinasi dengan tim proyek untuk setiap temuan ketidaksesuaian dan mencari langkah perbaikan.Memastikan temuan ketidaksesuaian pekerjaan diperbaiki tim projectMenjalankan inspeksi dan proses pengawasan sesuai standart bangunanKualifikasi PekerjaanPendididikan minimal S1 Teknik SipilMenguasai sofware teknikFresh graduate atau berpengalamanMampu bekerjasama dengan baik, bertanggung jawab ,jujur, rajin dan memiliki integritasPenempatanYogyakarta;Yogyakarta;Menara Baika;Travel/Pariwisata;Penuh Waktu;;https://www.jobstreet.co.id/id/job/staff-tenik-sipil-3990633;09/09/2022 17:00;11/08/2022 03:49
30;3990667;Clinic Receptionist;Tidak terspesifikasi;"Sumber Daya Manusia/Personalia;Staf / Administrasi umum";1 tahun;Pegawai (non-manajemen & non-supervisor);2500000.0;4800000.0;Kualifikasi:- Diploma di bidang kesehatan (Analis Tekonologi Laboratorium Medik,Keperawatan, dan lainnya).- Berpenampilan menarik serta memiliki kepribadian yang ramah dan hangat.- Memiliki kemampuan komunikasi yang baik (diutamakan yang dapatberbahasa Inggris).- Memiliki orientasi pada pelayanan pasien/pelanggan.- Menyukai pekerjaan administratif dan memiliki ketelitian yang baik.- Lebih disukai yang memiliki pengalaman di bidang layanan kesehatan.;"Jakarta Raya;Karawang;Bandung;Cirebon;Surabaya;Semarang;Yogyakarta;Bali";PT. Intibios Persada Sejahtera;Kesehatan/Medis;Penuh Waktu;501 - 1000 pekerja;https://www.jobstreet.co.id/id/job/clinic-receptionist-3990667;09/09/2022 17:00;11/08/2022 04:01
31;3990673;Finance Admin;Tidak terspesifikasi;"Akuntansi / Keuangan;Akuntansi Umum / Pembiayaan";1 tahun;Pegawai (non-manajemen & non-supervisor);;;Candidate Requirements:Candidate must possess at least Bachelor's Degree (Economic is an advantage)Responsible, Honest, trustworthy and thoroughRequired language(s): English, Bahasa IndonesiaAt least 1 Year(s) of working experience in the related field is required for this position.Computer literatePreferably Staff (non-management & non-supervisor) specialized in Finance and Administration.Flexible, able to multi-ask, able to work independently and work well as a team playerPreferably domiciled in Yogyakarta;Sleman;Jogjakarta Community School;Pendidikan;Penuh Waktu;1- 50 pekerja;https://www.jobstreet.co.id/id/job/finance-admin-3990673;09/09/2022 17:00;11/08/2022 04:02
32;3990740;QA Engineer;Sarjana (S1);"Komputer/Teknologi Informasi;IT-Perangkat Lunak";2 tahun;Pegawai (non-manajemen & non-supervisor);;;In charge of building test cases for given productsDeep dive into product requirements and ability to translate them into test cases and run the test thoroughlyMaintain quality of given products and able to prevent any bug appearancesSupport the product team in troubleshooting any problems/errors reported by stakeholdersJob Requirements:Bachelor’s Degree in Information Technology, Computer Science, or related field is strongly recommendedMinimum 2 years experience in testingExperienced in handling quality team in software developmentProactive & excellent communication skillsAble to implement end-to-end automation testing environment e.g Katalon/etc) is mandatory.;Yogyakarta;Geekhunter;Manajemen/Konsulting HR;Penuh Waktu;1- 50 pekerja;https://www.jobstreet.co.id/id/job/qa-engineer-3990740;09/09/2022 17:00;11/08/2022 04:22
33;3990764;Marketing;SMA, SMU/SMK/STM;"Penjualan / Pemasaran;Pemasaran/Pengembangan Bisnis";;Lulusan baru/Pengalaman kerja kurang dari 1 tahun;;;Kualifikasi :Usia maksimal 35 tahunPendidikan minimal SMU/SederajatBerjiwa marketing dan berattitude baikDapat bekerjasama team Berpengalaman di bidangnya menjadi nilai tambah Benefit :Gaji pokok, insentif dan bonusMess bagi yang berasal dari luar daerahTraining dan edukasi Jenjang karir;Sleman;PT Usaha Putra Hamdan;Retail/Merchandise;Penuh Waktu;;https://www.jobstreet.co.id/id/job/marketing-3990764;09/09/2022 17:00;11/08/2022 04:31
34;3990809;SENIOR SALES (COFFEE ROASTERY);SMA, SMU/SMK/STM;"Penjualan / Pemasaran;Penjualan Ritel";2 tahun;Pegawai (non-manajemen & non-supervisor);;;Kualifikasi :Memiliki pengalaman di bidang Sales minimal 2 tahunTidak diutamakan pendidikan minimal tapi siap mencapai target yang ditentukanMemiliki Critical Thinking yang baikMemiliki Systematical Thinking yang baikMampu berkomunikasi secara persuasifMemiliki database HORECA dan Komunitas di YogyakartaPernah menaikkan Sales hingga 10% per tahunTugas dan Tanggung Jawab :Mengejar target yang telah ditentukanMembangun dan mengelola hubungan baik dengan customer/community/company dan mengkonversi menjadi salesMembuat Sales Campaign untuk meningkatkan target penjualanMengukur dan mengevaluasi produktivitas kerja tim salesMelakukan negosiasi dengan berbagai pihak untuk menaikkan penjualan keseluruhanMembangun sistem CRM dari keseluruhan data customer yang pernah melakukan kontakMenaikkan penjualan outlet dan bisnis model baru dalam rangka inovasi jangka pendek dan jangka panjangMembuat laporan bulanan dan melakukan evaluasi seluiruh Sales CampaignMembuat Customer Journey untuk mengukur sales secara akurat;Yogyakarta;Mix Botanica;Retail/Merchandise;Penuh Waktu;;https://www.jobstreet.co.id/id/job/senior-sales-coffee-roastery-3990809;09/09/2022 17:00;11/08/2022 04:44
35;3990874;HRD & GA;Sarjana (S1);"Sumber Daya Manusia/Personalia;Sumber Daya Manusia / HR";1 tahun;Pegawai (non-manajemen & non-supervisor);2000000.0;2800000.0;Kami sedang mencari HR & GA Staff Regional untuk anak perusahaan MKN Group.Penempatan - YogyakartaKualifikasi:Usia maksimal 30 tahunPendidikan terakhir minimal S1 (diutamakan jurusan Psikologi/ Administrasi/ Hukum/ Management)Memiliki pengalaman di bidang HRD & GA minimal 1 tahunMenguasai metode interview dan psikotesMampu mengoperasikan MS Office dengan baik (memiliki analisis data menjadi nilai tambah)Memahami prosedural HRD dan aturan ketenagakerjaan umumMampu bekerja secara individu maupun dalam kelompok, mampu berkomunikasi dengan baik kepada semua level dan departemenMampu bekerja dengan administrasi secara teliti, rajin, ulet, disiplin dan filling yang rapi Mampu bekerja di bawah tekanan, deadline dan keakurasian dataBertanggung jawab terhadap Cluster dan Sub Cluster (mobile untuk cek sub cluster yang ada) Sudah melakukan VaksinasiDapat bergabung secepatnyaDeskripsi pekerjaan:Melakukan proses rekrutmen guna pemenuhan kebutuhan sumber daya manusiaMemonitor absensi seluruh karyawan cabangMelakukan administrasi kontrol terhadap kedisiplinan karyawan dan kelengkapan data karyawan, struktur organisasi, review dan SOPBertanggung jawab terhadap pelaksanaan program training karyawanMembuat dan bertanggung jawab terhadap pengadaan dan pemenuhan kebutuhan sarana dan prasarana kantor cabangBertanggung jawab atas perawatan, perbaikan, dan pengurusan surat-surat kendaraan milik perusahanBertanggung jawab untuk mengontrol kebersihan dan perawatan lingkungan kantor cabang dan barang-barang invetaris kantorSilahkan tuliskan lokasi kerja yang anda minat pada kolom deskripsi agar kami dapat segera memproses CV saudara;Yogyakarta;PT Mitra Komunikasi Nusantara Tbk;Telekomunikasi;Kontrak;501 - 1000 pekerja;https://www.jobstreet.co.id/id/job/hrd-ga-3990874;09/09/2022 17:00;11/08/2022 05:09
36;3990892;Crew Store;SMA, SMU/SMK/STM;"Penjualan / Pemasaran;Penjualan Ritel";;Lulusan baru/Pengalaman kerja kurang dari 1 tahun;;;Deskripsi Pekerjaan:Melayani customer dengan baik dan efesienBertanggung jawab penuh terhadap kebutuhan operasional tokoMemastikan kondisi di toko rapi dan bersihKriteria:Usia maksimal 30 tahunPendidikan minimal SMA/SederajatDomisili terdekatJam Kerja:8 jam/hariLibur satu hari dalam seminggu (kecuali Sabtu dan Ahad)Syarat Administrasi:Fotocopy KTP (1 lembar)Daftar Riwayat HidupFotocopy Ijazah TerakhirFotocopy Kartu Kuning/AK-1 dari Disnaker (1 lembar)Pas Foto ukuran 3x4 (2 lembar);Bantul;BOLENKU;Makanan & Minuman/Katering/Restoran;Penuh Waktu;;https://www.jobstreet.co.id/id/job/crew-store-3990892;09/09/2022 17:00;11/08/2022 05:16
37;3990903;Real Estate Marketing;Tidak terspesifikasi;"Bangunan/Konstruksi;Properti/Real Estate";1 tahun;Pegawai (non-manajemen & non-supervisor);;;MARKETING REAL ESTATEQUALIFICATIONSKnowledge and experience real estate marketKnowledge and experience digital marketingPro-activeCommunicativeMax 30 years oldFull timeResponsible for promoting real estate projects via different channelsCompetitive salary and other benefits;Sleman;PT Komodo Capital Partners;Properti/Real Estate;Penuh Waktu;;https://www.jobstreet.co.id/id/job/real-estate-marketing-3990903;09/09/2022 17:00;11/08/2022 05:21
38;3990990;Beauty Advisor Cosmetic;SMA, SMU/SMK/STM, Sarjana (S1);"Penjualan / Pemasaran;Penjualan Ritel";1 tahun;Pegawai (non-manajemen & non-supervisor);;;Kualifikasi :Pengalaman sebagai SPG, Beauty Advisor, Beauty ConsultantMemiliki relasi dengan Toko Kosmetik, Apotek Retail, GT CosmeticMemiliki kendaraan bermotor dan SIM CBersedia bekerja mobileDomisili Jabodetabek, Bandung, Yogyakarta & Surabaya;"Tangerang;Bandung;Yogyakarta;Surabaya;Jakarta Raya";PT L'ESSENTIAL;BioTeknologi/Farmasi/Riset klinik;Penuh Waktu;501 - 1000 pekerja;https://www.jobstreet.co.id/id/job/beauty-advisor-cosmetic-3990990;09/09/2022 17:00;11/08/2022 06:20
39;3991012;Technical & Sales Representative;Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2);"Penjualan / Pemasaran;Penjualan - Teknik/Teknikal/IT";3 tahun;Pegawai (non-manajemen & non-supervisor);;;Mengunjungi pelanggan / peternak, melihat sikon peternakan dan memberikan solusi atas problem yang dialami pelanggan / peternakMemperkenalkan produk, menjual produk dan melakukan penagihanMencapai target penjualanKaryawan harus melapor dalam jangka waktu mingguanKaryawan yang bersangkutan akan melapor marketing managerKaryawan harus bisa bekerja dalam teamKualifikasi Pekerjaan :Pendidikan dokter hewan (sarjana peternakan dipertimbangkan)3 tahun di lapangan sebagai sales representatifBisa bekerja secara mandiri (self-motivated)Pekerja kerasJujurKomunikatifBenefit Perusahaan:Gaji yang kompetitifKomisi penjualan yang menarikUang makanTunjangan pulsaMobil kantorBPJS Kesehatan dan Tenaga Kerja;"Jawa Tengah;Jawa Timur;Yogyakarta";PT. Kapo;Agrikultural/Perkebunan/Peternakan Unggas/Perikanan;Penuh Waktu;51 - 200 pekerja;https://www.jobstreet.co.id/id/job/technical-sales-representative-3991012;09/09/2022 17:00;11/08/2022 06:29
40;3991080;Admin Toko;SMA, SMU/SMK/STM;"Sumber Daya Manusia/Personalia;Staf / Administrasi umum";;Lulusan baru/Pengalaman kerja kurang dari 1 tahun;;;Kualifikasi :Lulusan minimal SMK/SMAUsia maksimal 30 tahunPengalaman kerja sebagai admin (diutamakan)Bisa berkomunikasi aktif/ramahJujur dan bertanggung jawab Jam kerja 09.00-17.00 (8 jam kerja)Niat bekerja dan mau belajarBenefit :Gaji UMK Bonus;Yogyakarta;Toko Sandal dan Sepatu SAVANA;Retail/Merchandise;Penuh Waktu;;https://www.jobstreet.co.id/id/job/admin-toko-3991080;09/09/2022 17:00;11/08/2022 06:53
41;3991096;Digital Marketing;SMA, SMU/SMK/STM;"Penjualan / Pemasaran;Digital Marketing";;Lulusan baru/Pengalaman kerja kurang dari 1 tahun;;;Kualifikasi :Usia maksimal 30 tahunPendidikan minimal SMAKreatifMenguasai Facebook Ads, Instagram Ads dan YoutubeAktif media sosial dan internetMahir membuat konten promosiDiutamakan punya pengalaman di bidang digital marketing;Bantul;Saka Koi Jogja;Retail/Merchandise;Penuh Waktu;;https://www.jobstreet.co.id/id/job/digital-marketing-3991096;09/09/2022 17:00;11/08/2022 06:58
